,版次,日期,Segmented_Content
384,第2版,1946-05-23,汶上县 大队 第二 连 协助 开展 廿村 群运 本报 荷泽 冀鲁豫 二分 区 汶上县 大队 二连 全体 指战员 参加 群运 帮助 群众 翻身 成为 军队 参加 群运 模范 汶上 群运 开展 不断 遭受 特务 土匪 破坏 群众 要求 镇压 特务 活动 帮助 群众 翻身 该 连 首先 配合 地方 干部 参加 二区 群运 指导员 程 广金 同志 曾 对 战士 干部 进行 尊重 地方 干部 如何 发动群众 教育 以排 单位 分组 划开 地区 发起 竞赛 热情 很 高 到处 群众 宣传 参加 农会 开会 斗争 时 帮助 群众 站岗 本月 内该 连 协助 开展 二十个 村子 群众运动 由于 军队 帮助 群众 翻身 群众 自动 组织 起来 动 协助 军队 活动 军民关系 更加 密切 汶上 大队 现正川 二连 经验 推动 其他 各连 参加 群运
385,第2版,1946-05-19,济宁 大名 十一 县 反奸 运动 先后 展开 已有 八万余 卷入 运动 邯郸 热烈 反奸 复仇 清算 运动 冀鲁豫 冀南 地 先后 展开 冀鲁豫 济宁 泰安 汶上 荷泽 高陵 张秋 六县 参加 运动 群众 五万余 济宁 敌伪 八年 统治 下 群众 思想 受 毒害 影响 甚深 因此 全县 首先 展开 宣传 运动 划清 群众 思想 界线 半个 月 二百 零八个 村庄 一万余 群众 卷入 运动 群众 汉奸 恶霸 手里 收回 自己 夺 利益 计粮 四十万 零 九千 二百一十 八斤 土地 一千二百 三十七 亩 鲁钞 二百四十 二万 三千六百 五十元 及其 食盐 火柴 等物 该县 蜀山区 七八天 内 五十五个 村庄 四千余 群众 运动 组织 起来 泰安 诉苦 复仇 运动 上月底 夏张 一带 村庄 五千 群众 联合 土匪 恶霸 吴 五五 清算 血债 炽烈 展开 本月 三日 汶上 一万六千 群众 联合行动 公审 伪县长 曹子 亭 公审 前 举行 大规模 游行示威 参加 大会 群众 充分认识 自己 力量 回村 积极 把 村里 运动 引导 起来 荷泽市 区 群众 连日来 亦 成千上万 联合 公审 市内 孙华峰 战犯 高陵县 朱村 一带 群众 亦 正 联合 伪 保长 展开 清算斗争 对于 罪大恶极 汉奸 民主 政府 接受 群众 要求 依法 处以 死刑 申冤 报仇 群众 清算斗争 情绪 正 继续 高涨 冀南 阜东 大名 柏乡 威县 夏等 五县 新区 群众 反奸 复仇 运动 烈火 燎原之势 猛烈 开展 参加 斗争 各阶层 群众 近 三万余 采取 联合 斗争 公审 大会 形式 二十余个 汉奸 进行 诉苦 伸冤 民主 政府 扶助 下 受尽 摧残 广大群众 洗雪 八年 血海深仇 阜东于 四月 十五日 召开 万人 公审 大会 大 汉奸 刘金岳 李振波 进行 清算 罪大恶极 刘金岳 曾领 敌人 进行 无数次 扫荡 帮助 敌人 捕 工作人员 一百 三十余名 继 提出 汉奸 李文成 逃到 国民党 统治区 不但 受惩 反 当起 官来 群众 对 国民党 这无种 耻 行为 表示 坚决 反对 柏乡 一区 十三 村 两千余 联合 斗争 耿凤文 五个 死心 大 汉奸 大会 群众 痛哭流涕 伸诉 八年 冤仇 大名 四月 十八日 七千 市民 汉奸 袁廷德 丹履安 进行 说理 斗争 六十多岁 老太太 十三岁 小孩 诉得 痛哭失声 四月 二十九日 夏津 一区 群众 数千 公审 汉奸 孟锡九 八年 靠 掠夺 群众 发了 大财 置 地 一百四十 余亩 买 宅子 五处 共 勒索 民财 一千六百 多万元 这次 进行 彻底 清算 赔偿 威县 七级 镇 村 汉奸 李卜周 进行 联合 斗争 这些 汉奸 罪魁 民主 政府 听取 群众 要求 意见 依法 执行 惩办 处决
386,第1版,1946-05-23,国民党 军 横行霸道 不断 攻扰 热河 解放区 军调部 提出 注意 锦平 铁道 沿线 国民党 军 大修 碉堡 承德 十九日 侵入 热河 国民党 军 自 停战 令 生效 迄今 四个 月 从未 停止 军事 部署 调动 进攻 近日 更见 严重 冀热辽 军区 司令部 特 发表声明 如下 热河 经 中国共产党 八路军 十三年 苦斗 去年 八月 间 全部 得到 解放 十月 人民代表 会议 产生 民主 政府 政令 通行 全省 本年 月初 国民党 军 无理 侵入 热河 一月 十三日 二十四时 停战 命令 虽 发生 时效 由于 蒋介石 密令 抢占 战略 要点 国民党 军 仍 顾信义 继续 大量 兵力 抢占 锦泉线 锦州 玉 平泉 各 要点 一月 十四日 拂晓 两个 师 兵力 占领 平泉 八路军 忍痛 让出 十九日 五十二 军 第二 师由 叶柏寿 攻占 天义 车站 十三 军 五十四 师 两个 团 南山 叶赤 铁路 点 向南 进攻 第二 师 会合 打通 叶柏寿至 南山 铁道线 一月 十日 驻 冀东 九 十四 军 第五 师 复经 绥中 热河 东南部 分途 进攻 侵占 宽邦 药王庙 建昌 凌南 明 尔登 桲 罗树 城镇 十余处 二月 六日 侵入 天义 五十四 师 侵入 平泉 第四 师会攻 侵占 黄土梁 子及 以南 八十里 大川 地 二 月底 侵入 桲 罗树 国民党 军 第五 师 继续 党坝 进攻 同时 平泉 国民党 军 第四 师 亦 进攻 小寺 沟 八路军 被迫 自卫 第五 师 击退 然该 师 并未 遵守 党坝 协定 停驻 原地 反而 调往 东北 进攻 民主 联军 第四 师 亦 并未 撤回 平泉 原 阵地 自 停战 令后 至 三月 间 国民党 军 先后 动用 机械化 兵力 七个 师 以上 侵占 地方 则 平泉 及其 南北 两侧 南至 笑 河沿 北 至 黄土梁 子 叶柏寿 以北 百余里 铁道线 及锦泉线 车站 多处 四月 以来 国民党 军 非法行为 更 变本加厉 赤峰 东南 平泉 建昌 各地 阵地 出扰 事件 从未 停止 四月 九日 公然 以涂 国民党 徽 侦察机 低飞 承德 上空 盘旋 数十分钟 四月 十日 十一日 复有 侦察机 至 承德 高空 盘旋 此外 赤峰 东南 平泉 及锦平 铁道 沿线 大肆 修筑 碉堡 进行 备战 动员 同时 则 违背 停战协定 利用 铁路 大量 运兵 现已 调查 有据者 计 月 下旬 第五 师调 东北 民主 联军 作战 二 八十九 师 属 十三 军 月 东北 调 朝阳 该师 二六五 团 四月 十日 调 绥中 进攻 辽西 地方军 最近 该师 一部 调 凌源 三 五十二 军 一九五 师 二月 下旬 曾 进攻 二道河子 四月 十五日 调往 东北 四月 下旬 参加 四平 街 作战 四 四月 十三日 骑兵 一部 凌源 调 平泉 国氏 党军 热河 境内 如此 大规模 调动 其 全国 范围 内 进行 新 内战 部署 一部分 我方 执行部 执行 小组 提出 注意 要求 国民党 方面 答复 因 国民党 军 这些 违背 停战协定 顾信义 调动 军队 肆意 进攻 破坏 交通 强修 碉堡 不顾 我方 抗议 霸道横行 如 加以 制止 则 和平 民主 生存 忠实 执行 三大 协定 热河 人民 终将 不能 作无 底止 退让 放弃 自己 权利 因此 制止 国民党 军队 进攻 引起 后果 应由 国民党 方面 负 完全 责任
387,第1版,1946-05-23,英国 仍图 驻兵 印度 印督 组织 临时政府 延安 十九日 莫斯科 十七日 广播 新德里 印度 总督 正在 进行 组织 印度 临时政府 步骤 印度 报纸 指出 这种 临时政府 权力 极 有限 而且 英国 没有 打算 自 印度 撤兵 延安 十九日 华盛顿 最近 抵 美的 甘地 之子 德瓦 达斯 甘地 记者 招待会 上称 英国 不应 因 西姆拉 会议 失败 影响 予印 独立 否认 英国 退出 会 使 印度 发生 分裂 内战 保证 印度 内部 分歧 能 自行解决 目前 印度 困难 由于 外国 统治 结果 华盛顿 出版 印度 呼声 月 前 亦 社论 强调 印度 独立 不能 因 西姆拉 会议 失败 受 影响 该 杂志 称 对 英国 说来 印度 只有 一条 道路 就是 无条件 漂漂亮亮 放弃 其 统治权
388,第2版,1946-05-26,滨海 春雨 足 增产 保证 鲁南 十九日 滨海 地区 自 春耕 迄今 先后 落雨 十次 内有 三次 透雨 两月 前麦 已秀穗 据 经验 农民 称 今年 可比 往年 增产 三分之一 三月底 春耕 全部 完毕 谷雨 前后 播种 完毕 比 往年 提早 一天 四月 下旬 部分 地区 进行 锄麦 大店 区 锄 二千余 亩 五月份 滨南 各县 组织 群众 十余万 开展 疏河 开渠 工作 俾 免受 水灾 五月 中旬 雨 各地 均 开始 锄草 全区 高粱 头遍 锄 完
389,第1版,1946-05-21,上海市 各界 妇女 自动 普选 国大 妇女 代表 延安 十八日 渝 上海 妇女 实现 妇女 平等 参政权 自动 普选 国大 妇女 代表 卅 五名 占 各方 协商 决定 增加 社会贤达 国大代表 七十名 半数 选举 筹备会 系于 三月 下旬 上海 女青年会 上海 妇女 联谊会 中国 妇女 联谊会 上海 分会 联合 发起 组织 经 半月 热烈 筹备 四月 十日 举行 普选 虽 受到 种种 阻挠 但 职业 劳工 学生 各界 妇女 仍 踊跃 参加 普选 计 十一个 选举 区 参选 妇女 共达 三万人 候选人 共有 三百五十 名 参加 投票者 劳工 妇女 学生 妇女 最为 踊跃 选举 结果 六十日 揭晓 当选者 许广平 文化界 潘月英 沪西 女工 杨刚 记者 李德全 沈兹九 文化界 胡子 婴 金融界 三十五名 代表 产生 筹备会 正式 致电 政协 综合 小组 各 党代表 国民政府 请 政府 即予 任令 发表 选出 妇女 代表 名单 以便 届时 出席
390,第1版,1946-05-21,国民党 军 封锁 解放区 阻止 青年 往 张家口 旅行 延安 十六日 北平 平市 周围 通达 解放区 铁路 公路 交通 迄今 仍为 国民党 军队 严密 封锁 禁止 人民 自由 来往 断绝 粮食 流通 日前 青年 二十余 人拟 往 张家口 旅行 走 南口 国民党 驻军 逐回 事后 其中 一人 投书 解放报 称 我以 国民 分子 资格 当局 提出抗议 为什么 美国 可以 自由 来往 地方 中国 人反 不能 涉足 难道 中国 青年 自己 祖国 领土 比 外国人 自由 还 受限制 吗 请问 恢复 交通 意义 何在 请问 自由 诺言 只 叫 听 悦耳 吗 共 军区 许多 虐政 为何 叫 去 看看 这些 虐政 呢
391,第2版,1946-05-29,紧急 动员 起来 保卫 麦收 保卫和平 最近 几天 连续 收到 国民党 反动派 各地 加紧 布置 抢麦 消息 太原 设立 筹粮 委员会 其 所 辖 各县 分设 分会 或 支 会 十七日 郑州 绥署 召开 治安 会议 对 抢收 亦 作 全面 布置 这种 布置 安阳 榆次 太谷 修武 晋南 地 见诸行动 据 十五日 阎军 太原 榆次 分 三路 晋中 产麦区 突进 时 榆 太 县政府 副政委 杨 增富 公安局长 王维 则 区武 委会 主任 占荣 区长 张应忠 同志 国民党 反动派 军队 进攻 牺牲 修武 国民党 军 亦 曾 奔袭 区署 我区 政委 区长 亦 横遭 惨杀 从 这些 血 教训 必须 认识 今年 麦子 将要 丰收 时 反动派 一定 要 抢劫 人民 粮食 反动派 正 千方百计 破坏 和平 自 一月 十三日 停战 命令 颁布 国民党 反动派 仍 调动 大军 筹集 粮食 时时刻刻 准备 解放区 挑动 内战 因 造成 国民党 统治区 严重 粮荒 这 一点 连 国民党 粮食 部长 徐堪 不得不 承认 粮荒 原因 军粮 太多为 最大者 见 本报 第一版 昨天 刊载 十五日 世界日报 南京 专电 国民党 反动派 为了 进一步 准备 更 大规模 内战 不仅 不顾一切 其 自己 统治区 群众 粮食 勒索 尽 而且 亦 抢夺 麦子 企图 困死 作为 其 内战 军粮 最 反动 最 无耻 阎锡山 甚至 提出 宁 饿死 老百姓 一村 不能 饿互 一个 晋绥 军 口号 反动派 企图 想 学 日寇 一套 夺取 解放区 粮食 和平 人民 八年 流血牺牲 换得 麦子 人民 一年 血汗 辛劳 耕种 决不能 允许 国民党 反动派 抢 去 麦子 作为 内战 口粮 作为 破坏 和平 资本 必须 清楚 认识 今年 保卫 麦收 就是 保卫和平 粉碎 国民党 反动派 内战 办法 之一 因此 希望 全区 军民 特别 边沿 区 军民 立即 紧急 动员 起来 迅速 采取有效 办法 给 国民党 反动派 抢麦 计划 彻底 粉碎 使 一粒 麦子 落 反动派 手里 保卫 粮食 严重 斗争 摆在 面前 八年 抗战 对 保卫 粮食 取得 丰富 经验 各地 应 很 好 运用 过去 经验 结合 当前 情况 进行 组织 这一 斗争 首要 一点 就是 强化 边沿 区 党政军民 一元化 斗争 以劳武 结合 形式 组织 计划 展开 群众性 保卫 麦收 斗争 给 反动派 抢麦 留下 空隙 任何 麻痹 疏忽 遭受 应有 损失 领导 保卫 麦收 具体 形式 就是 强化 各级 指挥部 组织 民兵 自卫队 游击队 以及 武工队 保卫 群众 收割 加强 联防 警戒 封锁消息 侦察 顽伪情 特别 重要 要 做到 接近 顽伪 侦察 发现 顽伪 抢麦 情况 随时 报告 如遇 国民党 反动派 蠢动 应 随时 起 自卫 予以 坚决 打击 此外 顽伪近 政治 欺骗 组织 武装 少数 所谓 难民 还乡 队 作为 破坏 麦收 工具 引线 对此 亦 应有 足够 警惕 准备 对 其中 胁从 分子 或 受 欺骗 群众 应用 各种 方法 争取 回头 使 反动派 所 利用 但 对 那些 逃亡 国民党 统治区 汉奸 恶霸 特务 伪装 潜入 我区 配合 反动派 抢 粮 应 坚决 予以 镇压 打击
392,第2版,1946-05-20,冀中 解放区 加强 邮电 建设 河间 十日 纵横 冀中 大 平原 二千 一百余里 电话 电线 均 畅通 便利 人民 普遍 使用 特 成立 冀中 电话 管理局 现正 着手 进行 下列 工作 逐步 建立 各 分区 各县 电话局 二 大量 训练 报务 人员 三 筹备 建立 新 长途电话 线 一千里 邮政 方面 现除 十分 区 良乡 涿县 外 已有 四十八 县及 胜芳 重集 两个 市 恢复 邮寄 新 建立 一九五 个 邮政 支局 山东 渤海 区及 冀东 区 路线 均 畅通 同时 国民党 统治区 保定 涿县 两地 已获 临时 通邮 协议
393,第1版,1946-05-21,国美 两方 代表 避谈 受降 问题 永年 伪军 猖狂 益 甚 保持 民族尊严 代表 坚主 驻地 应 解放区 城内 伪军 竟 仗势 猛烈 射击 防地 本报 邯郸 十七日 永年 小组 此次 赴 永 我方 代表 热诚 希望 能 根据 整军 方案 立即 解决 永年 伪军 受降 问题 造福 人民 乃 小组 甫 抵 目的地 因 小组 驻地 问题 发生 严重 分歧 以致 永年 受降 问题 仍 处于 停顿 状态 记者 特趋访 永年 小组 中共 代表 赵海枫 上校 永年 城外 南桥 镇 承告 如下 永年 小组 三方 代表 十五日 邯 赴 永时 曾 商讨 小组 驻地 问题 我方 小组 驻地 宜设 城外 解放区 不宜 设 伪军 盘踞 县城 此项 提议 乃纯为 保持 民族气节 尊严 不意 永年 小组 抵永后 国方 代表 美方 代表 竟 对 受降 问题 避而不谈 坚持 要移 驻 城内 我方 维持 民族 尊严 仍 留驻 城外 十六日 致函 国方 美方 代表 要求 迅速 解决 驻地 问题 说明 永年 全县 二十五万 城内 原 不过 两万 经 伪军 残酷 压榨 勒索 无法 生活 迁入 解放区 获得 救济 安置 者 甚多 目前 城内 人民 不过 三千 其余 全为 伪军 伪属 依 人民 多寡 小组 驻地 亦 应 解放区 加以 城内 伪军 声称 要 枪毙 我方 人员 屡次 威胁 辱骂 我方 联络 人员 不断 我方 射击 无法 进行 工作 现 电请 北平 执行部 迅速 解决 此 问题 以便 永年 小组 工作 顺利进行 邯郸 十七日 永年 小组 国方 代表 美方 代表 十五日 下午 进入 永年 城后 永年 伪军 立刻 猖狂 起来 突于 翌日 九点 起 开始 防地 猛烈 射击 因公 赴 城内 排长 陈辅 同志 被击负 重伤 我军 不得已 机枪 掩护 始 伤号 拉 回 伪军 一直 射击 至 十二时 始止 另悉 我方 派 赴 永年 城 美方 及国方 代表 联络 联络员 康凯 同志 十六日 出 城 经过 东门 时 曾 备受 伪军 百般 威胁 辱骂 声称 现在 靠山 你们 不识时务 就要 枪毙 你们 我方 代表 赵海枫 上校 获悉 立刻 美方 国方 代表 提出 严重 抗议
394,第1版,1946-05-28,廿五 万 铁路工人 大 罢工 美 全国 交通 陷于 停顿 四十万 煤工 亦 重新 开始 罢工 延安 二十五日 华盛顿 美 纽约时报 所 称 浩大 国内 危机 美国 二十五万 铁路工人 不顾 政府 干涉 对 铁路 接收 命令 昨日 上午 开始 全国性 大 罢工 据 路透社 称 这次 罢工 不仅 使 全国 交通 陷于 停顿 造成 粮食 奇缺 危机 且 麻痹 整个 工商业 罢工 才 一日 美国 内 产生 严重 结果 合众社 二十四日 煤炭 生产 今日 因 铁道 罢工 而大受 阻碍 由于 铁道 罢工 不能 派出 煤车 因此 烟煤 工业 百分之九十 入暮 时 停工 铁路 罢工 开始 杜鲁门 总统 即于 二十四日 召集 内阁 高级 阁员 紧急会议 讨论 因 罢工 使 美国 所 遭遇 危机 杜鲁门 同时 命令 艾森豪威尔 缩短 其 乔治亚州 停期 速返 华府 召开 紧急会议 要求 参众两院 二十五日 召开 联席会议 听取 总统 关于 目前 严重 局势 咨文 同时 纽约 城市 警察 紧急 出动 防止 任何 骚乱 政府 则 拚命 集中 飞机 货车 船只 以备 急需 延安 二十五日 华盛顿 美 四十万 煤矿工人 定 明日 重 行 开始 大 罢工 杜鲁门 总统 防止 此一 严重威胁 二十一日 下令 内政部 接管 煤矿 呼吁 工人 迅速 复工 但 罢工 工人 坚决 拒绝 仍 决于 预定 日 罢工
395,第1版,1946-05-31,意 大选 行将 举行 意共对 选举 深具 信心 能够 满足 人民 欲望 延安 二十八日 罗马 意大利 大选 六月 二日 举行 这是 一九二二年 以来 意国 人民 第一次 大选 届时 意大利 人民 包括 妇女 她们 第一次 得到 选举权 投票选举 立宪 会议 五百四十 名 议员 表示 对 君主 制度 态度 由于 意大利 法西斯 政权 倒台 普遍 民主运动 高潮 尤其 意大利 北部 人民 民主运动 巨大 规模 欧洲 其他 国家 例如 希腊 不同 意 反动派 不是 要求 立即 选举 而是 用 一切 方法 迟延 选举 法西斯 残余 主要 保皇党 面孔 出现 得到 政府 咨询 议会 内部 自由党 传统 大 地主 大 工业家 政党 基督教 民主党 劳工 民主党 或多或少 支持 得到 逃往 瑞士 法西斯 财政 家 国内 尚未 清洗 法西斯 军官 大 官僚 及意 南部 大 地主 支持 英国 豢养 波兰 流亡 将军 安德斯 部队 现驻 亚得里亚海 滨 以及 甚至 英美 军政府 某些 措施 成 保皇党 进行 反 人民 活动 靠山 进行 迟延 选举 企图 失败 采取 暗杀 各 民主党 候选人 卑劣手段 但是 这种 反动 活动 阻止不了 意大利 人民 民主 欲求 目前 意 国内 还 没有 一个 地方 生活 返回 正常 平时 状态 粮食 燃料 运输 情况 非常 严重 失业工人 本年 二月 间 即达 两百万 目前 还 增加 人民 急于 要求 结束 这个 状况 依靠 自身 经验 意国 人民 把 希望 寄托 意大利 共产党 身上 今年 一月 间 意共即 一百八十 万 党员 其中 妇女 约 三十万 二十五岁 以下 青年 约 四十万 某个 省内 居民 百分之十五 参加 共产党 人民 信赖 之下 意共 不仅 对 选举 抱 信心 日 深信 全国 人民 一致同意 赞成 共和国 坚决 反动派 分裂 萧清 法西斯 一切 民主 力量 保持 团结 条件 下 意共 能够 满足 人民 欲望 恢复 国家 独立 保证 劳工 福利 团结 人民 实现 彻底 民主化 政纲 地方 选举 三月 间 举行 意共 密切合作 社会党 纲领 共产党 无 重要 分歧 联合行动 选举 之前 以后 均 继续下去 意国 人民 深信 意共 社会党 一致 联合行动 给 行将 到来 大选 带来 新 景象
396,第1版,1946-05-24,毋使 中国 陷于 烽火 燎原 马歇尔 警告 好战 分子 延安 方面 咸 表同情 愿 美方 公正 人士 亲密合作 维护和平 延安 二十二日 中央社 南京 二十日 此间 马歇尔 总部 今 发表声明 全文如下 马歇尔 将军 每日 恢复 东北 和平 事 中国 各 党代表 及其 方面 举行 商谈 彼 对于 华北 严重 局势 深 关切 现正 尽力 设法 使 东北 战事 不致 延及 华北 目前 双方 所 进行 宣传 运动 自 必 激动 情绪 愈 使 若干 急燥者 酿成 烽火 燎原 可能 此项 仇恨 猜忌 轻率 宣传 使 目前 严重 局势 益形 加剧 能导 使 中国 人民 遭受 不堪 后果 执行 小组 工作 因 双方 官兵 间 加强 宣传 至 感 困难 中国 纵非 完全 制止 冲突 至少 使 其 冲突 局部 化 努力 则 多半 有赖于 此等 执行 小组 成功 各 小组 美方 代表 正以 坚定 公正 努力 应付 不仅 包括 艰难 而且 甘冒 生命危险 局势 以谋 改善 现状 延安 二十二日 此间人士 表示同情 马歇尔 总部 二十日 声明 关于 制止 东北 内战 澄清 华北 局势 愿望 马歇尔 警告 若干 好战 分子 企图 使全 中国 陷于 烽火 燎原 使 中国 人民 遭受 不堪 后果 一节 特别 引起 延安 社会 共鸣 延安 舆论 曾多次 呼吁 中外 人士 采取 步骤 阻止 此种 情势 此间 权威 方面 保证 中共 保持 坚定 公正 态度 以谋 制止 冲突 美国 人员 继续 密切合作 维护 全 中国 和平 使 其 免于 好战 分子 所 破坏 延安 二十二日 路透社 伦敦 伦敦 星期日 观察报 二十一日 著文 泄露 中国 法西斯 派 勾结 利用 日寇 进行 内战 大 阴谋 该文 称 许多 日军 迄今 仍 留在 中国 这些 日军 似 中国 相处 甚得 如果 政府 感觉 其 共产党 斗争 别无其他 援助 时 则 很 可能 受到 强烈 诱惑 使用 它们 延安 二十一日 北平 平市 名教授 陈瑾 昆 顷为 文 反对 美军 援助 国民党 当局 进行 内战 称 美国 日本 投降 确曾 供给 国民党 大批 军火 使 国民党 阻止 共产党 受降 最近 则 借给 军舰 帮着 练兵 进而 借给 款项 这 足以 鼓励 国民党 打 内战 狂兴 就是 狂病 开往 东北 军队 明明 美国军舰 运送 这 的确 要 请 美国 注意 陈氏 认为 国民党 当局 破坏 停战协定 整军 方案 只是 国民党 当局 蛮横无理 无法无天 而且 说明 美国 全 中国 人民 全世界 人民 面前 减失 信用
397,第1版,1946-05-18,伊朗 内政 谈判 停顿 阿塞拜疆 总理 返 大不里士 延安 十四日 德黑兰 伊朗 反动派 阻挠 之下 伊朗政府 阿塞拜疆 自治 政府 之间 谈判 宣告 停顿 据悉 阿塞拜疆 总理 皮 希瓦 利已 偕 其 代表团 返 大不里士 伊 总理 十三日 德黑兰 电台 宣布 谈判 陷入僵局 时称 日后 当 再 继续 商谈 据悉 伊 反动派 整个 谈判 期间 不断 总理 苏尔 丹尼 施行 压力 反动派 认为 苏军 撤退 有机可乘 因此 一面 陈布 重兵 阿塞拜疆 边境 实行 挑衅 另 方面 要求 苏尔 丹尼 压迫 皮 希瓦 利 就范 反动派 坚持 阿塞拜疆 省长 应由 中央政府 委任 军队 宪兵 中央 统率 取消 土地改革 土地 归还 地主 威胁 苏尔 丹尼 大不里士 电台 近日 广播 严斥 伊朗 反动派 应对 谈判 失败 负责 广播 宣称 阿塞拜疆 人民 由于 数十年 斗争 获得 自由 不能 剥夺 宣称 阿塞拜疆 军队 奉命 对 反动派 军队 进攻 给 坚决 抵抗
